experiment,display_name,road,sidewalk,building,wall,fence,pole,traffic_light,traffic_sign,vegetation,terrain,sky,person,rider,car,truck,bus,train,motorcycle,bicycle
proposed,Proposed,0.95861894,0.81583780,0.87883240,0.58237320,0.51157606,0.62641627,0.76672071,0.63288552,0.87314260,0.54057950,0.95450050,0.65416008,0.30232438,0.87674457,0.83684814,0.88680714,0.91049492,0.49587747,0.59478307
