class_id,class_name,gt_pixels,pred_pixels,true_positive,false_positive,false_negative,iou,recall,precision,class_error_rate_gt_missed,boundary_pixels,boundary_error_pixels,boundary_error_rate,dynamic_to_background_rate
12,rider,17175,10821,6841,3980,10334,0.3233750886315292,0.39831149927219794,0.6321966546529896,0.601688500727802,8437,5172,0.6130141045395283,0.10427947598253275
17,motorcycle,65043,48677,39850,8827,25193,0.5394612156491133,0.6126716172378273,0.8186617909895844,0.38732838276217274,20940,10516,0.5021967526265521,0.18424734406469567
4,fence,3287019,2750224,2041510,708714,1245509,0.5109225266052562,0.6210825066724591,0.7423068084636015,0.3789174933275409,440898,237134,0.5378432199737808,nan
9,terrain,2428314,2058071,1603884,454187,824430,0.5564209691514418,0.6604928357700034,0.7793142219097398,0.3395071642299966,554053,266580,0.4811453055935082,nan
18,bicycle,157578,149470,119029,30441,38549,0.6330689983459119,0.7553655967203544,0.7963404027564059,0.24463440327964564,45736,20745,0.45358142382368377,0.22207414740636383
7,traffic_sign,572593,535830,441640,94190,130953,0.6623444208985532,0.7712982869158372,0.8242166358733181,0.22870171308416276,203446,69949,0.3438209647768941,nan
3,wall,2786043,3000414,2181051,819363,604992,0.6049390831434796,0.7828490084323896,0.7269166854974014,0.21715099156761042,475152,204855,0.4311357207798768,nan
5,pole,1946289,2026147,1538983,487164,407306,0.6324276655435712,0.7907268653319214,0.7595613743721458,0.2092731346680786,1049108,297712,0.28377631282956567,nan
11,person,318131,323373,255325,68048,62806,0.6611571317963949,0.8025781832012598,0.7895680839154784,0.19742181679874013,111687,32182,0.28814454681386376,0.15956634216722043
6,traffic_light,357236,361062,312723,48339,44513,0.7710608395487888,0.8753960966979811,0.8661199461588315,0.12460390330201883,128307,32378,0.25234788437107875,nan
14,truck,714929,687021,631185,55836,83744,0.8189071896103222,0.882863892778164,0.9187273751457379,0.11713610722183601,59091,28785,0.48713001979996956,0.06473230208873888
1,sidewalk,11905330,11735755,10681828,1053927,1223502,0.8242623786224781,0.897230736149271,0.91019521113043,0.10276926385072904,1605707,520760,0.32431819752918806,nan
15,bus,933656,884911,863187,21724,70469,0.9035012246435973,0.9245235932720403,0.9754506385387909,0.07547640672795976,48121,19828,0.41204463747636166,0.05420626012150085
8,vegetation,45047967,45064700,42059398,3005302,2988569,0.8752661135291336,0.9336580716284044,0.9333113945061212,0.06634192837159555,4196802,986739,0.23511688185432622,nan
2,building,31579994,31595915,29584750,2011165,1995244,0.8807302540528595,0.9368193673501014,0.9363473094544026,0.06318063264989854,2645654,737911,0.27891440074930435,nan
16,train,1284220,1279618,1215338,64280,68882,0.9012517612161661,0.9463627727336438,0.9497662583677317,0.05363722726635623,77111,25786,0.3344010582147813,0.03219775427886188
13,car,3515628,3654336,3356370,297966,159258,0.8801067968955268,0.9546999853226792,0.9184623417222718,0.04530001467732081,515746,86652,0.1680129366005747,0.03415065530255192
10,sky,57359699,57860150,56270391,1589759,1089308,0.9545531529738577,0.9810091751004482,0.9725241120183753,0.01899082489955186,2422650,487085,0.2010546302602522,nan
0,road,35647746,35898095,35050065,848030,597681,0.9603868951848017,0.983233694495018,0.9763767408827683,0.016766305504982,1169589,289536,0.24755362781284707,nan
